i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,within_social_distance_policy_period,within_mandate_period,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.051382646,0.013689071,0.0127138775,0.013451658,0.04360834,0.015400527,0.023349453,0.0,0.021232588,0.029142784,0.01597056,0.019509498,0.019305317,0.022063874,0.04121825,0.041038528,0.011094058,0.02393244,0.025392652,0.012890801,0.012664262,0.012031498,0.013730905,0.013820463,0.015837902,0.015377777,0.026043553,0.041998025,0.011922981,0.0110669425,0.012324613,0.014789115,0.015160141,0.013014958,0.011831505,0.012232714,0.01122698,0.014625603,0.012653518,0.012356032,0.011329895,0.012980157,0.012758928,0.011942094,0.013803504,0.011016269,0.01222743,0.012454023,0.012326836,0.015505432,0.011345468,0.0136690615,0.011994711,0.011900866,0.015178674,0.010818627,0.011083594,0.015182843,0.011385187
0.051599808,0.014068978,0.012452176,0.013892648,0.042779047,0.014201558,0.022588214,0.0,0.022010645,0.027905725,0.015481977,0.01903895,0.018949127,0.02222181,0.038934525,0.046137016,0.01148517,0.025459804,0.024528729,0.013148741,0.013068349,0.012409245,0.0142539665,0.012481294,0.015375544,0.014829884,0.026408177,0.04127991,0.012040017,0.011365311,0.01261109,0.01398608,0.015244648,0.013790175,0.011788968,0.012352652,0.011497446,0.015327416,0.012868097,0.012435148,0.011433843,0.011242141,0.013534004,0.012033162,0.015022151,0.01147243,0.013932366,0.012347701,0.011850574,0.012987825,0.011772037,0.012096983,0.01253554,0.011899728,0.015442132,0.010893951,0.010848294,0.014037193,0.012319914
0.055054348,0.013792068,0.01268778,0.0135606695,0.04050267,0.014527927,0.022086428,0.0,0.023419153,0.02866244,0.016683888,0.019035926,0.016613502,0.022542607,0.038356062,0.043691874,0.011320432,0.02832359,0.022297837,0.013173164,0.012746706,0.011796293,0.014054623,0.013812348,0.014350841,0.014771826,0.025189158,0.040030535,0.011995533,0.0112114465,0.012346413,0.014332204,0.015066283,0.014206701,0.011771895,0.012177025,0.010382353,0.015142195,0.012433711,0.013497939,0.010839365,0.012458564,0.012585251,0.012400716,0.014253159,0.010742209,0.013376191,0.011938859,0.01167917,0.016318357,0.011439268,0.015726028,0.011985987,0.011789766,0.0153705375,0.01076225,0.011144731,0.015841305,0.011699864
0.055432737,0.013714017,0.012010041,0.013598479,0.042257708,0.013576885,0.02171091,0.0,0.020962834,0.031443704,0.015853422,0.018443698,0.017314529,0.022106487,0.042154074,0.047549877,0.011368523,0.024599385,0.02481474,0.012904673,0.013086637,0.011458186,0.01409783,0.012671442,0.016519764,0.015387933,0.026256364,0.042937145,0.011797359,0.01101911,0.01266079,0.014397533,0.01456298,0.013452653,0.011103764,0.011926983,0.0108241085,0.015284472,0.01240922,0.012084828,0.011143144,0.0126236025,0.013037447,0.012433816,0.013605995,0.010547792,0.01240469,0.011545436,0.011979171,0.014379877,0.011051547,0.012995138,0.011901318,0.011263757,0.0148597965,0.010764344,0.010856984,0.015052984,0.011797358
0.05128763,0.013997003,0.0125615485,0.013916409,0.0438322,0.01461506,0.022256395,0.0,0.022627281,0.025896955,0.016700776,0.020033773,0.020006476,0.022627968,0.039167836,0.0408925,0.011625402,0.0266731,0.025960544,0.013078895,0.012560777,0.011861732,0.014175691,0.013747153,0.015674382,0.015282948,0.025474804,0.035788942,0.012262244,0.011315014,0.012874172,0.015199614,0.015951034,0.014577793,0.012709154,0.0120373,0.011010199,0.014274429,0.012757501,0.013291744,0.011278914,0.01204493,0.013500727,0.012528877,0.014959168,0.010840713,0.012560865,0.012546776,0.0121744415,0.013443381,0.011608518,0.01271089,0.012799512,0.012055375,0.016533803,0.011079369,0.011529029,0.01338353,0.011836845
0.060637485,0.013459189,0.01212732,0.013358697,0.047859754,0.013497337,0.02221849,0.0,0.020393237,0.027258122,0.017171327,0.018173141,0.017229557,0.022934925,0.042051762,0.038853616,0.011156333,0.025060048,0.022048587,0.012272322,0.01300027,0.012135798,0.013488272,0.013805387,0.015923113,0.014939361,0.023828946,0.040987596,0.012094084,0.01117129,0.012844652,0.014117105,0.015040451,0.013732495,0.011797571,0.011854481,0.011289035,0.01466934,0.012892278,0.012792331,0.01136605,0.01297445,0.013096599,0.012670744,0.015317305,0.011106954,0.012673073,0.012500612,0.012212539,0.013348255,0.010815552,0.013856947,0.012143813,0.011775081,0.016131407,0.010799843,0.0113393795,0.01453052,0.011175699
0.05415672,0.013903876,0.012759849,0.014216919,0.042595014,0.01504612,0.02289687,0.0,0.022099359,0.026741074,0.015833048,0.018577922,0.018123152,0.02350965,0.041591734,0.037413258,0.010942741,0.024782725,0.023630783,0.013324945,0.013091727,0.011834369,0.01407671,0.013452176,0.014738396,0.015410307,0.025521755,0.04107583,0.012667066,0.011352007,0.012621704,0.015124581,0.014278764,0.01464085,0.0120054735,0.011832705,0.01039743,0.0151099,0.012114336,0.0125726685,0.011342749,0.0119332615,0.013250263,0.012672012,0.014558725,0.011079464,0.01502394,0.012135483,0.0119395275,0.015099818,0.01142003,0.015217372,0.012217138,0.012174863,0.015178675,0.011043397,0.011216215,0.014477028,0.011955521
0.05258971,0.013615981,0.01232715,0.0134333875,0.048529573,0.013617554,0.022127114,0.0,0.023753826,0.03205184,0.016379412,0.01637429,0.017538508,0.019972568,0.03978455,0.037699725,0.0113388365,0.022046177,0.025525717,0.0128261475,0.012410883,0.011758593,0.014347656,0.013352633,0.015666451,0.016607588,0.023807475,0.04994632,0.012325832,0.01137698,0.012479319,0.014443827,0.014382909,0.013180054,0.012633655,0.0120562,0.01129298,0.014852184,0.012599384,0.012052074,0.010967694,0.01242209,0.013169348,0.012452016,0.014278237,0.010735502,0.012130658,0.012247586,0.011670737,0.013989478,0.011348546,0.015234753,0.01183293,0.011752186,0.013950869,0.011128703,0.01098119,0.014698701,0.011903763
0.053070113,0.014105713,0.012624888,0.013761498,0.03949223,0.014490087,0.023180775,0.0,0.02401062,0.025407402,0.016896494,0.019128097,0.019546283,0.02474618,0.036116064,0.042732242,0.011036152,0.023504065,0.025829898,0.012912973,0.012822434,0.011494154,0.013660407,0.01328527,0.015169113,0.0145779345,0.026193433,0.040092103,0.012306249,0.011471985,0.012652982,0.014466895,0.015028596,0.014365729,0.011767329,0.012248033,0.01142127,0.014983812,0.01328639,0.013326152,0.01086956,0.012259104,0.013448107,0.012707397,0.014553538,0.011220943,0.012897546,0.012079172,0.012267173,0.016803965,0.011138507,0.015176325,0.011823695,0.011344941,0.015417585,0.011313946,0.0111004915,0.014435806,0.011930089
0.056992043,0.013594651,0.012710192,0.013183444,0.037401326,0.013386287,0.02307039,0.0,0.023225754,0.029320499,0.01488643,0.018919103,0.018352902,0.022725748,0.04070651,0.039732303,0.011285291,0.025113117,0.025376229,0.012891299,0.012510791,0.011819803,0.014400955,0.01359393,0.015638394,0.015765082,0.026423462,0.040059805,0.012421451,0.010880448,0.012577109,0.014175128,0.014394514,0.013961508,0.011891998,0.011937261,0.010966356,0.015188912,0.013151014,0.012344151,0.011113609,0.013276819,0.013007005,0.012300601,0.014394804,0.010938554,0.014191835,0.01169101,0.012153788,0.014694861,0.011156819,0.01542033,0.012381899,0.011698474,0.01659503,0.011372,0.010580087,0.01391456,0.012142255
