i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.0444167,0.013598308,0.014381368,0.01336671,0.034439813,0.014595794,0.020748384,0.026298044,0.0,0.029363086,0.01976132,0.02103842,0.021188354,0.039788593,0.011241654,0.025005305,0.02891396,0.01710947,0.01610295,0.0136495475,0.018769495,0.016237836,0.01930242,0.019591749,0.023503516,0.03170711,0.014844813,0.012611198,0.015928604,0.015605719,0.018081082,0.016145553,0.015575862,0.015399724,0.011502029,0.020636484,0.013284653,0.0,0.013907016,0.014148315,0.014603907,0.013322291,0.010872582,0.013905036,0.016919212,0.0175699,0.014237549,0.014631998,0.01514267,0.015685126,0.01867037,0.013572544,0.018158516,0.013940205,0.012453618,0.011597041,0.012926499
0.049674816,0.013594791,0.013641698,0.014028045,0.031884257,0.014768932,0.020753475,0.02673503,0.0,0.023246735,0.023466846,0.020062286,0.019383652,0.0360721,0.011539594,0.022221282,0.024973508,0.016311293,0.014998938,0.015225692,0.019444821,0.02400319,0.020340651,0.02031291,0.025320275,0.0389476,0.014414328,0.011872099,0.015931088,0.019571448,0.016981877,0.019633533,0.017614996,0.014865225,0.011339198,0.021868642,0.012600405,0.0,0.013369778,0.014104643,0.019410973,0.0127008995,0.013906393,0.0142925205,0.014462842,0.017756986,0.013134029,0.0,0.01331407,0.014605182,0.018477853,0.012871588,0.014960139,0.014679034,0.012791605,0.01584273,0.011673448
0.048651975,0.01383065,0.014628,0.014850196,0.031595696,0.014865072,0.02125594,0.02582005,0.0,0.025100408,0.02316179,0.012351186,0.020035667,0.03937048,0.011657207,0.026676046,0.023428522,0.015835125,0.015661601,0.013376898,0.017741047,0.018197248,0.01891576,0.019245198,0.024101522,0.045785587,0.0145984795,0.012306604,0.014179645,0.018440053,0.017909609,0.018059626,0.016580215,0.016383525,0.013808916,0.022400713,0.014842451,0.023284009,0.013882841,0.016376749,0.018734735,0.015038451,0.0,0.013496081,0.017743286,0.016167708,0.012805519,0.0,0.014058504,0.017279845,0.017053809,0.013406527,0.0,0.0151031595,0.012658293,0.014522673,0.012739027
0.05089061,0.013840067,0.014490311,0.014309186,0.033023335,0.015101239,0.020762144,0.026952837,0.0,0.023099108,0.02162763,0.0,0.021305554,0.03581324,0.011917826,0.027009688,0.025776498,0.015892062,0.0144674955,0.014298474,0.017165828,0.021373907,0.014984496,0.016946731,0.019288,0.042901628,0.015230345,0.012441373,0.015517276,0.018034356,0.018557716,0.017797528,0.01485915,0.0150140645,0.014905552,0.020359216,0.014245325,0.0,0.014869025,0.013753687,0.016007885,0.013984972,0.01944643,0.013545431,0.015946811,0.016536448,0.013044743,0.022238197,0.014573777,0.012375552,0.016262868,0.012415154,0.016399004,0.013937884,0.012592522,0.019054294,0.012815531
0.049211584,0.013404611,0.013244862,0.014001857,0.029168075,0.013655764,0.020671982,0.029242553,0.0,0.021090742,0.022493418,0.018573357,0.020909684,0.035568934,0.011225437,0.028217107,0.024724023,0.015593587,0.014255083,0.014159832,0.017448982,0.01802219,0.018288635,0.025166139,0.017258534,0.042386565,0.016125126,0.011931659,0.016126303,0.01699712,0.017383732,0.016904613,0.015693828,0.014522302,0.012066372,0.019784445,0.014689962,0.012966269,0.012849634,0.013038484,0.018383855,0.012056681,0.016537037,0.013288633,0.015646918,0.015674358,0.012096375,0.014607234,0.012974837,0.015729832,0.014347254,0.011737601,0.01643701,0.013272389,0.012036323,0.013974731,0.012135576
0.046598654,0.013337174,0.0137397675,0.01377617,0.0296617,0.013534585,0.021487614,0.027241606,0.0,0.024391048,0.022031292,0.0,0.018445484,0.035404988,0.011321377,0.025619004,0.02151244,0.017608548,0.013975534,0.013681965,0.017875675,0.025544047,0.01885524,0.01897241,0.021294238,0.039364047,0.014769245,0.012659188,0.014618332,0.016617496,0.0161612,0.01813343,0.017531289,0.014267901,0.011269928,0.021824125,0.014913915,0.014598084,0.012509332,0.013541998,0.020238342,0.01362787,0.018301105,0.013947793,0.016246479,0.015318641,0.012783648,0.021450885,0.0135459285,0.017723795,0.01544843,0.01314197,0.015337479,0.012988058,0.011680693,0.01725253,0.012276259
0.048265826,0.013543446,0.013604773,0.013958809,0.031471886,0.015170115,0.020748876,0.029084023,0.0,0.022220926,0.023948535,0.018010719,0.02016073,0.03374831,0.010686912,0.027305882,0.025225757,0.01669806,0.015295061,0.016156586,0.018054469,0.01418006,0.020042265,0.022092244,0.023422375,0.03691418,0.014540815,0.011529618,0.013908752,0.01628765,0.017219663,0.013590695,0.01897577,0.0141472835,0.013970627,0.02437886,0.013226673,0.01505639,0.013880311,0.01609654,0.023725951,0.013374842,0.0,0.014983885,0.014290286,0.01569768,0.014076074,0.0,0.014105483,0.014679199,0.017651163,0.012792026,0.023369573,0.01459418,0.012295407,0.016239077,0.011304718
0.05252861,0.013653906,0.014974974,0.014562541,0.032404512,0.014137507,0.022159696,0.02647864,0.0,0.02215122,0.02310837,0.0,0.018904613,0.032273304,0.0114941755,0.025992736,0.025891244,0.016905233,0.015176943,0.014722613,0.016334202,0.018466152,0.01969658,0.020386985,0.020941792,0.036400005,0.016033057,0.012690727,0.01617587,0.017399224,0.017739031,0.016159346,0.015877401,0.017173704,0.01233449,0.020696182,0.015262868,0.0,0.013660878,0.01555828,0.019475821,0.014067745,0.014556643,0.013749166,0.015019314,0.016888594,0.011669098,0.022136869,0.01428706,0.013809565,0.017044395,0.012344712,0.021604978,0.014015706,0.012581662,0.01649373,0.013747437
0.04743273,0.013494033,0.013890591,0.013700891,0.031077683,0.014657891,0.021088565,0.027679501,0.0,0.022197317,0.022122223,0.016096728,0.020472353,0.033108845,0.011014429,0.024022862,0.023947738,0.01675497,0.014693298,0.014524332,0.016789213,0.020896932,0.017879326,0.014219789,0.02074224,0.03665044,0.015207843,0.012748113,0.015335448,0.016997434,0.017032124,0.018728428,0.015829375,0.014402196,0.014515919,0.016131092,0.012467414,0.025100308,0.0132945385,0.014831556,0.02115741,0.014599526,0.016097076,0.012687056,0.014259022,0.016623056,0.013352003,0.018141707,0.013173216,0.01171448,0.01869186,0.013016517,0.013668936,0.013179514,0.011445988,0.013887463,0.01252851
0.049867295,0.013986918,0.014498614,0.0146934325,0.03117458,0.0155571615,0.021714294,0.027895762,0.0,0.02407198,0.024004778,0.02103941,0.020409167,0.03707144,0.011952178,0.02425585,0.02432633,0.016637644,0.015333799,0.014949241,0.017932903,0.025383128,0.021011243,0.018889448,0.021202918,0.046589717,0.014305777,0.012664551,0.018396752,0.018213779,0.018188661,0.016598085,0.016945679,0.014848576,0.013748728,0.020972313,0.014968745,0.0,0.014248914,0.014486472,0.018344501,0.013327834,0.0,0.0138287665,0.018969163,0.015677467,0.013380534,0.0,0.014824077,0.018083993,0.017464573,0.012923689,0.0,0.014978338,0.012182125,0.019780021,0.013198585
